epoch,human,origin,speed,battery,temp,dir
1759585751,2025-10-04 08:49:11,TELEMETRY,75,5,27,RIGHT
1759585751,2025-10-04 08:49:11,DATA,75,5,27,RIGHT
1759585761,2025-10-04 08:49:21,TELEMETRY,0,0,28,STRAIGHT
1759585762,2025-10-04 08:49:22,DATA,0,0,28,STRAIGHT
1759585771,2025-10-04 08:49:31,TELEMETRY,0,0,29,LEFT
1759585772,2025-10-04 08:49:32,DATA,0,0,29,RIGHT
1759585779,2025-10-04 08:49:39,TELEMETRY,0,0,29,STRAIGHT
1759585781,2025-10-04 08:49:41,DATA,0,0,29,STRAIGHT
1759585789,2025-10-04 08:49:49,TELEMETRY,0,0,29,STRAIGHT
1759585792,2025-10-04 08:49:52,DATA,0,0,29,STRAIGHT
1759585799,2025-10-04 08:49:59,TELEMETRY,0,0,29,STRAIGHT
1759585802,2025-10-04 08:50:02,DATA,0,0,29,STRAIGHT
1759585807,2025-10-04 08:50:07,TELEMETRY,0,0,30,STRAIGHT
1759585811,2025-10-04 08:50:11,DATA,0,0,30,STRAIGHT
1759585817,2025-10-04 08:50:17,TELEMETRY,0,0,31,STRAIGHT
1759585822,2025-10-04 08:50:22,DATA,0,0,31,STRAIGHT
1759585827,2025-10-04 08:50:27,TELEMETRY,0,0,32,STRAIGHT
1759585832,2025-10-04 08:50:32,DATA,0,0,32,STRAIGHT
1759585837,2025-10-04 08:50:37,TELEMETRY,0,0,32,STRAIGHT
1759585841,2025-10-04 08:50:41,DATA,0,0,32,STRAIGHT
1759585845,2025-10-04 08:50:45,TELEMETRY,0,0,32,STRAIGHT
1759585852,2025-10-04 08:50:52,DATA,0,0,32,STRAIGHT
1759585855,2025-10-04 08:50:55,TELEMETRY,0,0,31,STRAIGHT
1759585862,2025-10-04 08:51:02,DATA,0,0,31,STRAIGHT
1759585865,2025-10-04 08:51:05,TELEMETRY,0,0,32,STRAIGHT
1759585871,2025-10-04 08:51:11,DATA,0,0,32,STRAIGHT
1759585873,2025-10-04 08:51:13,TELEMETRY,0,0,32,STRAIGHT
1759585882,2025-10-04 08:51:22,DATA,0,0,32,STRAIGHT
1759585883,2025-10-04 08:51:23,TELEMETRY,0,0,31,STRAIGHT
1759585892,2025-10-04 08:51:32,DATA,0,0,31,STRAIGHT
1759585893,2025-10-04 08:51:33,TELEMETRY,0,0,31,STRAIGHT
1759585901,2025-10-04 08:51:41,DATA,0,0,31,STRAIGHT
1759585901,2025-10-04 08:51:41,TELEMETRY,0,0,30,STRAIGHT
1759585911,2025-10-04 08:51:51,TELEMETRY,0,0,30,STRAIGHT
1759585911,2025-10-04 08:51:51,DATA,0,0,30,STRAIGHT
1759585929,2025-10-04 08:52:09,DATA,0,0,31,STRAIGHT
1759585930,2025-10-04 08:52:10,TELEMETRY,0,0,32,STRAIGHT
1759585938,2025-10-04 08:52:18,DATA,0,0,32,STRAIGHT
1759585940,2025-10-04 08:52:20,TELEMETRY,0,0,32,STRAIGHT
1759585949,2025-10-04 08:52:29,DATA,0,0,32,STRAIGHT
1759585950,2025-10-04 08:52:30,TELEMETRY,0,0,31,STRAIGHT
1759585959,2025-10-04 08:52:39,DATA,0,0,31,STRAIGHT
1759585960,2025-10-04 08:52:40,TELEMETRY,0,0,31,STRAIGHT
1759585967,2025-10-04 08:52:47,DATA,0,0,31,STRAIGHT
1759585968,2025-10-04 08:52:48,TELEMETRY,0,0,31,STRAIGHT
1759585968,2025-10-04 08:52:48,TELEMETRY,0,0,31,STRAIGHT
1759585968,2025-10-04 08:52:48,DATA,0,0,31,STRAIGHT
1759585977,2025-10-04 08:52:57,DATA,0,0,31,STRAIGHT
1759585978,2025-10-04 08:52:58,TELEMETRY,0,0,32,STRAIGHT
1759585978,2025-10-04 08:52:58,TELEMETRY,0,0,32,STRAIGHT
1759585979,2025-10-04 08:52:59,DATA,0,0,32,STRAIGHT
1759585988,2025-10-04 08:53:08,TELEMETRY,0,0,33,STRAIGHT
1759585988,2025-10-04 08:53:08,TELEMETRY,0,0,33,STRAIGHT
1759585988,2025-10-04 08:53:08,DATA,0,0,33,STRAIGHT
1759585989,2025-10-04 08:53:09,DATA,0,0,33,STRAIGHT
1759585996,2025-10-04 08:53:16,TELEMETRY,0,0,34,STRAIGHT
1759585996,2025-10-04 08:53:16,TELEMETRY,0,0,34,STRAIGHT
1759585996,2025-10-04 08:53:16,DATA,0,0,34,STRAIGHT
1759585998,2025-10-04 08:53:18,DATA,0,0,34,STRAIGHT
1759586006,2025-10-04 08:53:26,TELEMETRY,0,0,35,STRAIGHT
1759586006,2025-10-04 08:53:26,TELEMETRY,0,0,35,STRAIGHT
1759586007,2025-10-04 08:53:27,DATA,0,0,35,STRAIGHT
1759586009,2025-10-04 08:53:29,DATA,0,0,35,STRAIGHT
1759586016,2025-10-04 08:53:36,TELEMETRY,0,0,35,STRAIGHT
1759586016,2025-10-04 08:53:36,TELEMETRY,0,0,35,STRAIGHT
1759586018,2025-10-04 08:53:38,DATA,0,0,35,STRAIGHT
1759586019,2025-10-04 08:53:39,DATA,0,0,35,STRAIGHT
1759586086,2025-10-04 08:54:46,DATA,0,100,25,STRAIGHT
1759586087,2025-10-04 08:54:47,TELEMETRY,0,95,25,STRAIGHT
1759586097,2025-10-04 08:54:57,DATA,0,95,25,STRAIGHT
1759586097,2025-10-04 08:54:57,TELEMETRY,0,90,26,STRAIGHT
1759586100,2025-10-04 08:55:00,DATA,0,90,26,STRAIGHT
1759586107,2025-10-04 08:55:07,DATA,0,90,26,STRAIGHT
1759586107,2025-10-04 08:55:07,TELEMETRY,0,85,26,STRAIGHT
1759586107,2025-10-04 08:55:07,TELEMETRY,0,85,26,STRAIGHT
1759586111,2025-10-04 08:55:11,DATA,0,85,26,STRAIGHT
1759586116,2025-10-04 08:55:16,TELEMETRY,0,80,26,STRAIGHT
1759586116,2025-10-04 08:55:16,TELEMETRY,0,80,26,STRAIGHT
1759586116,2025-10-04 08:55:16,DATA,0,80,26,STRAIGHT
1759586119,2025-10-04 08:55:19,DATA,0,80,26,STRAIGHT
1759586126,2025-10-04 08:55:26,TELEMETRY,9,75,27,STRAIGHT
1759586126,2025-10-04 08:55:26,TELEMETRY,9,75,27,STRAIGHT
1759586126,2025-10-04 08:55:26,DATA,19,75,27,STRAIGHT
1759586130,2025-10-04 08:55:30,DATA,19,75,27,STRAIGHT
1759586136,2025-10-04 08:55:36,TELEMETRY,19,70,28,STRAIGHT
1759586136,2025-10-04 08:55:36,TELEMETRY,19,70,28,STRAIGHT
1759586137,2025-10-04 08:55:37,DATA,19,70,28,STRAIGHT
1759586141,2025-10-04 08:55:41,DATA,19,70,28,STRAIGHT
1759586144,2025-10-04 08:55:44,TELEMETRY,19,65,28,STRAIGHT
1759586144,2025-10-04 08:55:44,TELEMETRY,19,65,28,STRAIGHT
1759586146,2025-10-04 08:55:46,DATA,19,65,28,STRAIGHT
1759586149,2025-10-04 08:55:49,DATA,19,65,28,STRAIGHT
1759586154,2025-10-04 08:55:54,TELEMETRY,18,60,27,STRAIGHT
1759586154,2025-10-04 08:55:54,TELEMETRY,18,60,27,STRAIGHT
1759586156,2025-10-04 08:55:56,DATA,18,60,27,STRAIGHT
1759586160,2025-10-04 08:56:00,DATA,28,60,27,STRAIGHT
1759586164,2025-10-04 08:56:04,TELEMETRY,28,55,27,STRAIGHT
1759586164,2025-10-04 08:56:04,TELEMETRY,28,55,27,STRAIGHT
1759586167,2025-10-04 08:56:07,DATA,48,55,27,STRAIGHT
1759586171,2025-10-04 08:56:11,DATA,48,55,27,STRAIGHT
1759586174,2025-10-04 08:56:14,TELEMETRY,48,50,26,STRAIGHT
1759586174,2025-10-04 08:56:14,TELEMETRY,48,50,26,STRAIGHT
1759586176,2025-10-04 08:56:16,DATA,48,50,26,STRAIGHT
1759586179,2025-10-04 08:56:19,DATA,48,50,26,STRAIGHT
1759586182,2025-10-04 08:56:22,TELEMETRY,47,45,27,STRAIGHT
1759586182,2025-10-04 08:56:22,TELEMETRY,47,45,27,STRAIGHT
1759586186,2025-10-04 08:56:26,DATA,47,45,27,STRAIGHT
1759586190,2025-10-04 08:56:30,DATA,47,45,27,STRAIGHT
1759586192,2025-10-04 08:56:32,TELEMETRY,47,40,27,STRAIGHT
1759586192,2025-10-04 08:56:32,TELEMETRY,47,40,27,STRAIGHT
1759586197,2025-10-04 08:56:37,DATA,47,40,27,STRAIGHT
1759586201,2025-10-04 08:56:41,DATA,47,40,27,STRAIGHT
1759586202,2025-10-04 08:56:42,TELEMETRY,47,35,27,STRAIGHT
1759586202,2025-10-04 08:56:42,TELEMETRY,47,35,27,STRAIGHT
1759586206,2025-10-04 08:56:46,DATA,47,35,27,STRAIGHT
1759586209,2025-10-04 08:56:49,DATA,47,35,27,STRAIGHT
1759586210,2025-10-04 08:56:50,TELEMETRY,46,30,28,STRAIGHT
1759586210,2025-10-04 08:56:50,TELEMETRY,46,30,28,STRAIGHT
1759591592,2025-10-04 10:26:32,DATA,0,99,25,STRAIGHT
1759591592,2025-10-04 10:26:32,TELEMETRY,0,98,26,STRAIGHT
1759591596,2025-10-04 10:26:36,DATA,0,98,26,STRAIGHT
1759591602,2025-10-04 10:26:42,DATA,0,98,26,STRAIGHT
1759591602,2025-10-04 10:26:42,TELEMETRY,0,97,26,STRAIGHT
1759591603,2025-10-04 10:26:43,DATA,0,97,26,STRAIGHT
1759591612,2025-10-04 10:26:52,TELEMETRY,0,96,26,STRAIGHT
1759591613,2025-10-04 10:26:53,DATA,0,96,26,STRAIGHT
1759591615,2025-10-04 10:26:55,DATA,0,96,26,STRAIGHT
1759591616,2025-10-04 10:26:56,DATA,0,96,26,STRAIGHT
1759591617,2025-10-04 10:26:57,DATA,0,96,26,STRAIGHT
1759591617,2025-10-04 10:26:57,DATA,0,96,26,STRAIGHT
1759591617,2025-10-04 10:26:57,DATA,0,96,26,STRAIGHT
1759591617,2025-10-04 10:26:57,DATA,0,96,26,STRAIGHT
1759591617,2025-10-04 10:26:57,DATA,0,96,26,STRAIGHT
1759591617,2025-10-04 10:26:57,DATA,0,96,26,STRAIGHT
1759591618,2025-10-04 10:26:58,DATA,0,96,26,STRAIGHT
1759591618,2025-10-04 10:26:58,DATA,0,96,26,STRAIGHT
1759591618,2025-10-04 10:26:58,DATA,0,96,26,STRAIGHT
1759591618,2025-10-04 10:26:58,DATA,0,96,26,STRAIGHT
1759591619,2025-10-04 10:26:59,DATA,0,96,26,STRAIGHT
1759591622,2025-10-04 10:27:02,TELEMETRY,0,95,27,STRAIGHT
1759591622,2025-10-04 10:27:02,DATA,0,95,27,STRAIGHT
1759591634,2025-10-04 10:27:14,DATA,0,94,28,STRAIGHT
1759591642,2025-10-04 10:27:22,TELEMETRY,0,93,28,STRAIGHT
1759591644,2025-10-04 10:27:24,DATA,0,93,28,STRAIGHT
1759591644,2025-10-04 10:27:24,DATA,0,93,28,STRAIGHT
1759591651,2025-10-04 10:27:31,DATA,10,93,28,STRAIGHT
1759591652,2025-10-04 10:27:32,TELEMETRY,9,92,27,STRAIGHT
1759591653,2025-10-04 10:27:33,DATA,9,92,27,STRAIGHT
1759591653,2025-10-04 10:27:33,DATA,19,92,27,STRAIGHT
1759591654,2025-10-04 10:27:34,DATA,19,92,27,STRAIGHT
1759591656,2025-10-04 10:27:36,DATA,29,92,27,STRAIGHT
1759591660,2025-10-04 10:27:40,DATA,29,92,27,RIGHT
1759591661,2025-10-04 10:27:41,TELEMETRY,29,91,27,STRAIGHT
1759591661,2025-10-04 10:27:41,TELEMETRY,29,91,27,STRAIGHT
1759591663,2025-10-04 10:27:43,DATA,29,91,27,STRAIGHT
1759591664,2025-10-04 10:27:44,DATA,29,91,27,STRAIGHT
1759591666,2025-10-04 10:27:46,DATA,29,91,27,RIGHT
1759591667,2025-10-04 10:27:47,DATA,29,91,27,RIGHT
1759591671,2025-10-04 10:27:51,TELEMETRY,29,90,26,RIGHT
1759591671,2025-10-04 10:27:51,TELEMETRY,29,90,26,RIGHT
1759591674,2025-10-04 10:27:54,DATA,29,90,26,RIGHT
1759591674,2025-10-04 10:27:54,DATA,29,90,26,LEFT
1759591674,2025-10-04 10:27:54,DATA,29,90,26,LEFT
1759591681,2025-10-04 10:28:01,TELEMETRY,28,89,27,STRAIGHT
1759591681,2025-10-04 10:28:01,TELEMETRY,28,89,27,STRAIGHT
1759591683,2025-10-04 10:28:03,DATA,28,89,27,STRAIGHT
1759591684,2025-10-04 10:28:04,DATA,28,89,27,STRAIGHT
1759591690,2025-10-04 10:28:10,TELEMETRY,28,88,27,STRAIGHT
1759591690,2025-10-04 10:28:10,TELEMETRY,28,88,27,STRAIGHT
1759591693,2025-10-04 10:28:13,DATA,28,88,27,STRAIGHT
1759591694,2025-10-04 10:28:14,DATA,28,88,27,STRAIGHT
1759591700,2025-10-04 10:28:20,TELEMETRY,28,87,27,STRAIGHT
1759591700,2025-10-04 10:28:20,TELEMETRY,28,87,27,STRAIGHT
1759591704,2025-10-04 10:28:24,DATA,28,87,27,STRAIGHT
1759591704,2025-10-04 10:28:24,DATA,38,87,27,STRAIGHT
1759591704,2025-10-04 10:28:24,DATA,38,87,27,STRAIGHT
1759591708,2025-10-04 10:28:28,DATA,48,87,27,STRAIGHT
1759591710,2025-10-04 10:28:30,TELEMETRY,47,86,28,STRAIGHT
1759591710,2025-10-04 10:28:30,TELEMETRY,47,86,28,STRAIGHT
1759591713,2025-10-04 10:28:33,DATA,57,86,28,STRAIGHT
1759591714,2025-10-04 10:28:34,DATA,57,86,28,STRAIGHT
1759591714,2025-10-04 10:28:34,DATA,57,86,28,STRAIGHT
1759591714,2025-10-04 10:28:34,DATA,57,86,28,LEFT
1759591719,2025-10-04 10:28:39,TELEMETRY,57,85,29,STRAIGHT
1759591719,2025-10-04 10:28:39,TELEMETRY,57,85,29,STRAIGHT
1759591723,2025-10-04 10:28:43,DATA,57,85,29,STRAIGHT
1759591723,2025-10-04 10:28:43,DATA,57,85,29,LEFT
1759591724,2025-10-04 10:28:44,DATA,57,85,29,LEFT
1759591729,2025-10-04 10:28:49,TELEMETRY,57,84,28,LEFT
1759591729,2025-10-04 10:28:49,TELEMETRY,57,84,28,LEFT
1759591734,2025-10-04 10:28:54,DATA,57,84,28,LEFT
1759591734,2025-10-04 10:28:54,DATA,57,84,28,LEFT
1759591739,2025-10-04 10:28:59,TELEMETRY,56,83,28,STRAIGHT
1759591739,2025-10-04 10:28:59,TELEMETRY,56,83,28,STRAIGHT
1759591742,2025-10-04 10:29:02,DATA,56,83,28,RIGHT
1759591744,2025-10-04 10:29:04,DATA,56,83,28,RIGHT
1759591744,2025-10-04 10:29:04,DATA,56,83,28,RIGHT
1759591749,2025-10-04 10:29:09,TELEMETRY,56,82,27,RIGHT
1759591749,2025-10-04 10:29:09,TELEMETRY,56,82,27,RIGHT
1759591753,2025-10-04 10:29:13,DATA,56,82,27,RIGHT
1759591754,2025-10-04 10:29:14,DATA,56,82,27,RIGHT
1759591759,2025-10-04 10:29:19,TELEMETRY,56,81,27,STRAIGHT
1759591759,2025-10-04 10:29:19,TELEMETRY,56,81,27,STRAIGHT
1759591762,2025-10-04 10:29:22,DATA,66,81,27,STRAIGHT
1759591764,2025-10-04 10:29:24,DATA,66,81,27,STRAIGHT
1759591764,2025-10-04 10:29:24,DATA,66,81,27,STRAIGHT
1759591769,2025-10-04 10:29:29,TELEMETRY,65,80,28,STRAIGHT
1759591769,2025-10-04 10:29:29,TELEMETRY,65,80,28,STRAIGHT
1759591770,2025-10-04 10:29:30,DATA,75,80,28,STRAIGHT
1759591774,2025-10-04 10:29:34,DATA,75,80,28,STRAIGHT
1759591774,2025-10-04 10:29:34,DATA,75,80,28,STRAIGHT
1759591779,2025-10-04 10:29:39,TELEMETRY,75,79,29,STRAIGHT
1759591779,2025-10-04 10:29:39,TELEMETRY,75,79,29,STRAIGHT
1759591782,2025-10-04 10:29:42,DATA,85,79,29,STRAIGHT
1759591783,2025-10-04 10:29:43,DATA,85,79,29,LEFT
1759591783,2025-10-04 10:29:43,DATA,85,79,29,LEFT
1759591784,2025-10-04 10:29:44,DATA,85,79,29,LEFT
1759591784,2025-10-04 10:29:44,DATA,95,79,29,LEFT
1759591785,2025-10-04 10:29:45,DATA,95,79,29,LEFT
1759591786,2025-10-04 10:29:46,DATA,95,79,29,LEFT
1759591787,2025-10-04 10:29:47,DATA,105,79,29,LEFT
1759591788,2025-10-04 10:29:48,TELEMETRY,105,78,29,STRAIGHT
1759591788,2025-10-04 10:29:48,TELEMETRY,105,78,29,STRAIGHT
1759591788,2025-10-04 10:29:48,DATA,105,78,29,LEFT
1759591789,2025-10-04 10:29:49,DATA,105,78,29,LEFT
1759591794,2025-10-04 10:29:54,DATA,105,78,29,LEFT
1759591794,2025-10-04 10:29:54,DATA,105,78,29,LEFT
1759591798,2025-10-04 10:29:58,TELEMETRY,104,77,29,LEFT
1759591798,2025-10-04 10:29:58,TELEMETRY,104,77,29,LEFT
1759593100,2025-10-04 10:51:40,DATA,0,80,28,STRAIGHT
1759593102,2025-10-04 10:51:42,TELEMETRY,0,79,29,STRAIGHT
1759596056,2025-10-04 11:40:56,DATA,0,100,25,STRAIGHT
1759596057,2025-10-04 11:40:57,TELEMETRY,0,99,25,STRAIGHT
1759596067,2025-10-04 11:41:07,DATA,10,99,25,STRAIGHT
1759596067,2025-10-04 11:41:07,TELEMETRY,10,98,26,STRAIGHT
1759596994,2025-10-04 11:56:34,DATA,0,100,25,STRAIGHT
1759596996,2025-10-04 11:56:36,TELEMETRY,0,99,25,STRAIGHT
1759596998,2025-10-04 11:56:38,DATA,0,99,25,LEFT
1759597005,2025-10-04 11:56:45,DATA,0,99,25,LEFT
1759597005,2025-10-04 11:56:45,TELEMETRY,0,98,26,STRAIGHT
1759597013,2025-10-04 11:56:53,DATA,0,98,26,STRAIGHT
1759597015,2025-10-04 11:56:55,TELEMETRY,0,97,26,STRAIGHT
1759597015,2025-10-04 11:56:55,DATA,0,97,26,STRAIGHT
1759597024,2025-10-04 11:57:04,DATA,0,97,26,STRAIGHT
1759597025,2025-10-04 11:57:05,TELEMETRY,0,96,26,STRAIGHT
1759597025,2025-10-04 11:57:05,TELEMETRY,0,96,26,STRAIGHT
1759597026,2025-10-04 11:57:06,DATA,0,96,26,STRAIGHT
1759597031,2025-10-04 11:57:11,DATA,10,96,26,STRAIGHT
1759597035,2025-10-04 11:57:15,DATA,10,96,26,STRAIGHT
1759597035,2025-10-04 11:57:15,TELEMETRY,9,95,27,STRAIGHT
1759597035,2025-10-04 11:57:15,TELEMETRY,9,95,27,STRAIGHT
1759597034,2025-10-04 11:57:14,DATA,9,95,27,STRAIGHT
1759597035,2025-10-04 11:57:15,DATA,19,95,27,STRAIGHT
1759597038,2025-10-04 11:57:18,DATA,29,95,27,STRAIGHT
1759597039,2025-10-04 11:57:19,DATA,39,95,27,STRAIGHT
1759597043,2025-10-04 11:57:23,TELEMETRY,39,94,28,STRAIGHT
1759597043,2025-10-04 11:57:23,TELEMETRY,39,94,28,STRAIGHT
1759597043,2025-10-04 11:57:23,DATA,39,94,28,STRAIGHT
1759597045,2025-10-04 11:57:25,DATA,39,94,28,STRAIGHT
1759597047,2025-10-04 11:57:27,DATA,39,94,28,RIGHT
1759597053,2025-10-04 11:57:33,TELEMETRY,39,93,28,STRAIGHT
1759597053,2025-10-04 11:57:33,TELEMETRY,39,93,28,STRAIGHT
1759597054,2025-10-04 11:57:34,DATA,39,93,28,STRAIGHT
1759597056,2025-10-04 11:57:36,DATA,39,93,28,STRAIGHT
1759597060,2025-10-04 11:57:40,DATA,39,93,28,RIGHT
1759597063,2025-10-04 11:57:43,TELEMETRY,38,92,27,RIGHT
1759597063,2025-10-04 11:57:43,TELEMETRY,38,92,27,RIGHT
1759597064,2025-10-04 11:57:44,DATA,38,92,27,RIGHT
1759597064,2025-10-04 11:57:44,DATA,38,92,27,RIGHT
1759597064,2025-10-04 11:57:44,DATA,38,92,27,RIGHT
1759597071,2025-10-04 11:57:51,TELEMETRY,38,91,27,STRAIGHT
1759597071,2025-10-04 11:57:51,TELEMETRY,38,91,27,STRAIGHT
1759597073,2025-10-04 11:57:53,DATA,38,91,27,STRAIGHT
1759597075,2025-10-04 11:57:55,DATA,38,91,27,STRAIGHT
1759597081,2025-10-04 11:58:01,TELEMETRY,38,90,26,STRAIGHT
1759597081,2025-10-04 11:58:01,TELEMETRY,38,90,26,STRAIGHT
