epoch,human,origin,speed,battery,temp,dir
1759542498,2025-10-03 20:48:18,TELEMETRY,99,54,35,STRAIGHT
1759542505,2025-10-03 20:48:25,DATA,99,54,35,STRAIGHT
1759542508,2025-10-03 20:48:28,TELEMETRY,108,53,35,STRAIGHT
1759542515,2025-10-03 20:48:35,DATA,108,53,35,STRAIGHT
1759542518,2025-10-03 20:48:38,TELEMETRY,108,52,35,STRAIGHT
1759542525,2025-10-03 20:48:45,DATA,108,52,35,STRAIGHT
1759542528,2025-10-03 20:48:48,TELEMETRY,108,51,36,STRAIGHT
1759542535,2025-10-03 20:48:55,DATA,108,51,36,STRAIGHT
1759542538,2025-10-03 20:48:58,TELEMETRY,107,50,36,STRAIGHT
1759542545,2025-10-03 20:49:05,DATA,107,50,36,STRAIGHT
1759542548,2025-10-03 20:49:08,TELEMETRY,107,49,37,STRAIGHT
1759542555,2025-10-03 20:49:15,DATA,107,49,37,STRAIGHT
1759542558,2025-10-03 20:49:18,TELEMETRY,107,48,38,STRAIGHT
1759542565,2025-10-03 20:49:25,DATA,107,48,38,STRAIGHT
1759542568,2025-10-03 20:49:28,TELEMETRY,106,47,38,STRAIGHT
1759542575,2025-10-03 20:49:35,DATA,106,47,38,STRAIGHT
1759542578,2025-10-03 20:49:38,TELEMETRY,106,46,39,STRAIGHT
1759542585,2025-10-03 20:49:45,DATA,106,46,39,STRAIGHT
1759542588,2025-10-03 20:49:48,TELEMETRY,106,45,40,STRAIGHT
1759542595,2025-10-03 20:49:55,DATA,106,45,40,STRAIGHT
1759542598,2025-10-03 20:49:58,TELEMETRY,105,44,40,STRAIGHT
1759542605,2025-10-03 20:50:05,DATA,105,44,40,STRAIGHT
1759542607,2025-10-03 20:50:07,TELEMETRY,105,43,40,STRAIGHT
1759542614,2025-10-03 20:50:14,DATA,105,43,40,STRAIGHT
1759542617,2025-10-03 20:50:17,TELEMETRY,105,42,40,STRAIGHT
1759542625,2025-10-03 20:50:25,DATA,105,42,40,STRAIGHT
1759542627,2025-10-03 20:50:27,TELEMETRY,104,41,40,STRAIGHT
1759542635,2025-10-03 20:50:35,DATA,104,41,40,STRAIGHT
1759542637,2025-10-03 20:50:37,TELEMETRY,104,40,39,STRAIGHT
1759542645,2025-10-03 20:50:45,DATA,104,40,39,STRAIGHT
1759542647,2025-10-03 20:50:47,TELEMETRY,104,39,39,STRAIGHT
1759542655,2025-10-03 20:50:55,DATA,104,39,39,STRAIGHT
1759542669,2025-10-03 20:51:09,DATA,103,37,39,STRAIGHT
1759542677,2025-10-03 20:51:17,TELEMETRY,103,36,40,STRAIGHT
1759542679,2025-10-03 20:51:19,DATA,103,36,40,STRAIGHT
1759542687,2025-10-03 20:51:27,TELEMETRY,102,35,40,STRAIGHT
1759542689,2025-10-03 20:51:29,DATA,102,35,40,LEFT
1759542697,2025-10-03 20:51:37,TELEMETRY,92,34,39,STRAIGHT
1759542699,2025-10-03 20:51:39,DATA,92,34,39,STRAIGHT
1759542724,2025-10-03 20:52:04,DATA,91,32,39,STRAIGHT
1759542727,2025-10-03 20:52:07,TELEMETRY,91,31,40,STRAIGHT
1759542734,2025-10-03 20:52:14,DATA,91,31,40,STRAIGHT
1759542738,2025-10-03 20:52:18,TELEMETRY,91,30,40,STRAIGHT
1759542744,2025-10-03 20:52:24,DATA,101,30,40,STRAIGHT
1759542748,2025-10-03 20:52:28,TELEMETRY,100,29,40,STRAIGHT
1759542754,2025-10-03 20:52:34,DATA,100,29,40,STRAIGHT
1759542758,2025-10-03 20:52:38,TELEMETRY,100,28,40,STRAIGHT
1759542764,2025-10-03 20:52:44,DATA,100,28,40,STRAIGHT
1759542768,2025-10-03 20:52:48,TELEMETRY,100,27,40,STRAIGHT
1759542774,2025-10-03 20:52:54,DATA,100,27,40,RIGHT
1759542778,2025-10-03 20:52:58,TELEMETRY,99,26,40,STRAIGHT
1759542784,2025-10-03 20:53:04,DATA,99,26,40,STRAIGHT
1759542788,2025-10-03 20:53:08,TELEMETRY,99,25,40,STRAIGHT
1759542794,2025-10-03 20:53:14,DATA,99,25,40,STRAIGHT
1759542798,2025-10-03 20:53:18,TELEMETRY,99,24,40,STRAIGHT
1759542804,2025-10-03 20:53:24,DATA,89,24,40,STRAIGHT
1759542808,2025-10-03 20:53:28,TELEMETRY,68,23,39,STRAIGHT
1759542814,2025-10-03 20:53:34,DATA,68,23,39,STRAIGHT
1759542818,2025-10-03 20:53:38,TELEMETRY,58,22,39,STRAIGHT
1759542824,2025-10-03 20:53:44,DATA,58,22,39,LEFT
1759542828,2025-10-03 20:53:48,TELEMETRY,58,21,40,STRAIGHT
1759542834,2025-10-03 20:53:54,DATA,58,21,40,STRAIGHT
1759542837,2025-10-03 20:53:57,TELEMETRY,57,20,40,STRAIGHT
1759542844,2025-10-03 20:54:04,DATA,57,20,40,STRAIGHT
1759542847,2025-10-03 20:54:07,TELEMETRY,57,19,40,STRAIGHT
1759542854,2025-10-03 20:54:14,DATA,67,19,40,STRAIGHT
1759542857,2025-10-03 20:54:17,TELEMETRY,77,18,40,STRAIGHT
1759542864,2025-10-03 20:54:24,DATA,87,18,40,STRAIGHT
1759542867,2025-10-03 20:54:27,TELEMETRY,86,17,39,STRAIGHT
1759542874,2025-10-03 20:54:34,DATA,106,17,39,STRAIGHT
1759542877,2025-10-03 20:54:37,TELEMETRY,106,16,40,STRAIGHT
1759542884,2025-10-03 20:54:44,DATA,106,16,40,STRAIGHT
1759542887,2025-10-03 20:54:47,TELEMETRY,106,15,40,STRAIGHT
1759542894,2025-10-03 20:54:54,DATA,96,15,40,STRAIGHT
1759542897,2025-10-03 20:54:57,TELEMETRY,105,14,40,STRAIGHT
1759542904,2025-10-03 20:55:04,DATA,95,14,40,STRAIGHT
1759542907,2025-10-03 20:55:07,TELEMETRY,95,13,40,STRAIGHT
1759542914,2025-10-03 20:55:14,DATA,95,13,40,STRAIGHT
1759542917,2025-10-03 20:55:17,TELEMETRY,95,12,40,STRAIGHT
1759542924,2025-10-03 20:55:24,DATA,95,12,40,STRAIGHT
1759542927,2025-10-03 20:55:27,TELEMETRY,94,11,40,STRAIGHT
1759542934,2025-10-03 20:55:34,DATA,94,11,40,STRAIGHT
1759542937,2025-10-03 20:55:37,TELEMETRY,94,10,39,STRAIGHT
