epoch,human,origin,speed,battery,temp,dir
1759605380,2025-10-04 14:16:20,TELEMETRY,120,45,25,RIGHT
1759605390,2025-10-04 14:16:30,TELEMETRY,120,45,25,RIGHT
1759605400,2025-10-04 14:16:40,TELEMETRY,120,45,25,RIGHT
1759605411,2025-10-04 14:16:51,TELEMETRY,120,45,25,RIGHT
1759605421,2025-10-04 14:17:01,TELEMETRY,120,45,25,RIGHT
1759605431,2025-10-04 14:17:11,TELEMETRY,120,45,25,RIGHT
1759605443,2025-10-04 14:17:23,TELEMETRY,120,45,25,RIGHT
1759605453,2025-10-04 14:17:33,TELEMETRY,120,45,25,RIGHT
1759605463,2025-10-04 14:17:43,TELEMETRY,120,45,25,RIGHT
1759605475,2025-10-04 14:17:55,TELEMETRY,120,45,25,RIGHT
1759605485,2025-10-04 14:18:05,TELEMETRY,120,45,25,RIGHT
1759605495,2025-10-04 14:18:15,TELEMETRY,120,45,25,RIGHT
1759605505,2025-10-04 14:18:25,TELEMETRY,120,45,25,RIGHT
1759605517,2025-10-04 14:18:37,TELEMETRY,120,45,25,RIGHT
1759605527,2025-10-04 14:18:47,TELEMETRY,120,45,25,RIGHT
1759605537,2025-10-04 14:18:57,TELEMETRY,120,45,25,RIGHT
1759605548,2025-10-04 14:19:08,TELEMETRY,120,45,25,RIGHT
1759605558,2025-10-04 14:19:18,TELEMETRY,120,45,25,RIGHT
1759605568,2025-10-04 14:19:28,TELEMETRY,120,45,25,RIGHT
1759605580,2025-10-04 14:19:40,TELEMETRY,120,45,25,RIGHT
1759605590,2025-10-04 14:19:50,TELEMETRY,120,45,25,RIGHT
1759605600,2025-10-04 14:20:00,TELEMETRY,120,45,25,RIGHT
1759605612,2025-10-04 14:20:12,TELEMETRY,120,45,25,RIGHT
1759605622,2025-10-04 14:20:22,TELEMETRY,120,45,25,RIGHT
1759605632,2025-10-04 14:20:32,TELEMETRY,120,45,25,RIGHT
1759605644,2025-10-04 14:20:44,TELEMETRY,120,45,25,RIGHT
1759605654,2025-10-04 14:20:54,TELEMETRY,120,45,25,RIGHT
1759605664,2025-10-04 14:21:04,TELEMETRY,120,45,25,RIGHT
1759605674,2025-10-04 14:21:14,TELEMETRY,120,45,25,RIGHT
1759605686,2025-10-04 14:21:26,TELEMETRY,120,45,25,RIGHT
1759605696,2025-10-04 14:21:36,TELEMETRY,120,45,25,RIGHT
1759605706,2025-10-04 14:21:46,TELEMETRY,120,45,25,RIGHT
1759605718,2025-10-04 14:21:58,TELEMETRY,120,45,25,RIGHT
1759605728,2025-10-04 14:22:08,TELEMETRY,120,45,25,RIGHT
1759605738,2025-10-04 14:22:18,TELEMETRY,120,45,25,RIGHT
1759605749,2025-10-04 14:22:29,TELEMETRY,120,45,25,RIGHT
1759605759,2025-10-04 14:22:39,TELEMETRY,120,45,25,RIGHT
1759605769,2025-10-04 14:22:49,TELEMETRY,120,45,25,RIGHT
1759607621,2025-10-04 14:53:41,TELEMETRY,120,43,25,RIGHT
1759607631,2025-10-04 14:53:51,TELEMETRY,120,43,25,RIGHT
1759607641,2025-10-04 14:54:01,TELEMETRY,115,43,25,RIGHT
1759607651,2025-10-04 14:54:11,TELEMETRY,120,42,25,RIGHT
1759607663,2025-10-04 14:54:23,TELEMETRY,120,42,25,LEFT
1759607673,2025-10-04 14:54:33,TELEMETRY,115,42,25,LEFT
1759607683,2025-10-04 14:54:43,TELEMETRY,115,42,25,LEFT
1759607695,2025-10-04 14:54:55,TELEMETRY,115,42,25,LEFT
1759607705,2025-10-04 14:55:05,TELEMETRY,115,42,25,LEFT
1759607715,2025-10-04 14:55:15,TELEMETRY,115,42,25,LEFT
1759607727,2025-10-04 14:55:27,TELEMETRY,115,42,25,LEFT
1759607737,2025-10-04 14:55:37,TELEMETRY,115,42,25,LEFT
1759607747,2025-10-04 14:55:47,TELEMETRY,115,42,25,LEFT
1759607759,2025-10-04 14:55:59,TELEMETRY,115,42,25,LEFT
1759607769,2025-10-04 14:56:09,TELEMETRY,115,42,25,LEFT
1759612973,2025-10-04 16:22:53,TELEMETRY,0,100,25,STRAIGHT
1759612983,2025-10-04 16:23:03,TELEMETRY,0,100,25,STRAIGHT
1759612993,2025-10-04 16:23:13,TELEMETRY,0,100,25,LEFT
1759613003,2025-10-04 16:23:23,TELEMETRY,0,100,25,RIGHT
1759613015,2025-10-04 16:23:35,TELEMETRY,5,99,25,RIGHT
1759613025,2025-10-04 16:23:45,TELEMETRY,0,99,25,RIGHT
1759613035,2025-10-04 16:23:55,TELEMETRY,0,99,25,RIGHT
1759613047,2025-10-04 16:24:07,TELEMETRY,0,99,25,RIGHT
1759613057,2025-10-04 16:24:17,TELEMETRY,0,99,25,RIGHT
1759613067,2025-10-04 16:24:27,TELEMETRY,5,98,25,RIGHT
1759613079,2025-10-04 16:24:39,TELEMETRY,5,98,25,LEFT
1759613089,2025-10-04 16:24:49,TELEMETRY,5,98,25,RIGHT
1759613099,2025-10-04 16:24:59,TELEMETRY,5,98,25,RIGHT
1759613111,2025-10-04 16:25:11,TELEMETRY,5,98,25,RIGHT
1759613121,2025-10-04 16:25:21,TELEMETRY,5,98,25,RIGHT
1759613131,2025-10-04 16:25:31,TELEMETRY,5,98,25,RIGHT
1759613141,2025-10-04 16:25:41,TELEMETRY,5,98,25,RIGHT
1759613153,2025-10-04 16:25:53,TELEMETRY,5,98,25,RIGHT
1759613163,2025-10-04 16:26:03,TELEMETRY,5,98,25,RIGHT
1759613173,2025-10-04 16:26:13,TELEMETRY,5,98,25,RIGHT
1759613186,2025-10-04 16:26:26,TELEMETRY,5,98,25,RIGHT
1759613196,2025-10-04 16:26:36,TELEMETRY,5,98,25,RIGHT
1759613206,2025-10-04 16:26:46,TELEMETRY,5,98,25,RIGHT
1759613218,2025-10-04 16:26:58,TELEMETRY,5,98,25,RIGHT
1759613228,2025-10-04 16:27:08,TELEMETRY,5,98,25,RIGHT
1759613238,2025-10-04 16:27:18,TELEMETRY,5,98,25,RIGHT
1759613250,2025-10-04 16:27:30,TELEMETRY,5,98,25,RIGHT
1759613260,2025-10-04 16:27:40,TELEMETRY,5,98,25,RIGHT
1759613270,2025-10-04 16:27:50,TELEMETRY,5,98,25,RIGHT
1759613282,2025-10-04 16:28:02,TELEMETRY,5,98,25,RIGHT
1759613292,2025-10-04 16:28:12,TELEMETRY,5,98,25,RIGHT
1759613302,2025-10-04 16:28:22,TELEMETRY,5,98,25,RIGHT
1759613312,2025-10-04 16:28:32,TELEMETRY,5,98,25,RIGHT
1759613324,2025-10-04 16:28:44,TELEMETRY,5,98,25,RIGHT
1759613334,2025-10-04 16:28:54,TELEMETRY,5,98,25,RIGHT
1759613344,2025-10-04 16:29:04,TELEMETRY,5,98,25,RIGHT
1759613356,2025-10-04 16:29:16,TELEMETRY,5,98,25,RIGHT
1759613366,2025-10-04 16:29:26,TELEMETRY,5,98,25,RIGHT
1759613376,2025-10-04 16:29:36,TELEMETRY,5,98,25,RIGHT
1759618615,2025-10-04 17:56:55,TELEMETRY,5,99,25,RIGHT
1759618625,2025-10-04 17:57:05,TELEMETRY,10,98,25,LEFT
1759618634,2025-10-04 17:57:14,TELEMETRY,10,98,25,LEFT
1759618644,2025-10-04 17:57:24,TELEMETRY,10,98,25,LEFT
1759618654,2025-10-04 17:57:34,TELEMETRY,10,98,25,LEFT
1759618664,2025-10-04 17:57:44,TELEMETRY,10,98,25,LEFT
1759618674,2025-10-04 17:57:54,TELEMETRY,10,98,25,LEFT
1759618684,2025-10-04 17:58:04,TELEMETRY,10,98,25,LEFT
1759618693,2025-10-04 17:58:13,TELEMETRY,10,98,25,LEFT
1759618703,2025-10-04 17:58:23,TELEMETRY,10,98,25,LEFT
1759618713,2025-10-04 17:58:33,TELEMETRY,10,98,25,LEFT
1759618723,2025-10-04 17:58:43,TELEMETRY,10,98,25,LEFT
1759618733,2025-10-04 17:58:53,TELEMETRY,10,98,25,LEFT
1759618743,2025-10-04 17:59:03,TELEMETRY,10,98,25,LEFT
1759618752,2025-10-04 17:59:12,TELEMETRY,10,98,25,LEFT
1759618763,2025-10-04 17:59:23,TELEMETRY,10,98,25,LEFT
1759618773,2025-10-04 17:59:33,TELEMETRY,10,98,25,LEFT
1759618783,2025-10-04 17:59:43,TELEMETRY,10,98,25,LEFT
1759618792,2025-10-04 17:59:52,TELEMETRY,10,98,25,LEFT
1759618802,2025-10-04 18:00:02,TELEMETRY,10,98,25,LEFT
1759618812,2025-10-04 18:00:12,TELEMETRY,10,98,25,LEFT
1759618822,2025-10-04 18:00:22,TELEMETRY,10,98,25,LEFT
1759618832,2025-10-04 18:00:32,TELEMETRY,10,98,25,LEFT
1759618842,2025-10-04 18:00:42,TELEMETRY,10,98,25,LEFT
